source,title,price_text,area_m2,district,description,url,crawled_at
phongtro123,Cho thuê căn hộ sát bên cạnh chợ Non Nước - Ngũ Hành Sơn,2 triệu/tháng,32,"Ngũ Hành Sơn, Đà Nẵng","Cho thuê căn hộ sát bên cạnh chợ Non Nước - Ngũ Hành Sơn 2 triệu/tháng 32 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê căn hộ sát bên cạnh chợ Non Nước - Ngũ Hành Sơn (06 Nam Thành)- Nằm ở vị trí 2 mặt tiền, diện tích 32m2, có gác lửng rộng rãi, thiết bị vệ… 5 năm trước",https://phongtro123.com/cho-thue-can-ho-sat-ben-canh-cho-non-nuoc-ngu-hanh-son-pr583273.html,2026-05-15T11:08:20
phongtro123,"Phòng trọ giá rẻ bình dân chỉ từ 700k - 1 triệu đồng gần chợ Thanh Khê siêu thị Coopmart, an ninh",,10,"Thanh Khê, Đà Nẵng","Phòng trọ giá rẻ bình dân chỉ từ 700k - 1 triệu đồng gần chợ Thanh Khê siêu thị Coopmart, an ninh 700.000 đồng/tháng 10 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trò giá rẻ bình dân, dành cho sinh viên,những người có thu nhập thấp giá chỉ từ 700k - 1 triệu/ thángCó nhiều loại phòng từ 10m2 - 20m2 tùy… 5 năm trước",https://phongtro123.com/phong-tro-gia-re-binh-dan-chi-voi-1-trieu-dong-gan-cho-thanh-khe-sieu-thi-coopmart-an-ninh-pr311500.html,2026-05-15T11:08:20
phongtro123,Cho thuê phòng trọ giành cho nữ,1.5 triệu/tháng,15,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ giành cho nữ 1.5 triệu/tháng 15 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ giành cho nữ giá cả thương lượng, vì ở trong trung tâm thành phố nên rất thuận lợi cho các bạn nữ học Duy Tân Phan Thanh. Phòng vệ sinh… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-gianh-cho-nu-pr583220.html,2026-05-15T11:08:20
phongtro123,"Phòng trọ giá rẻ, khu dân trí cao, an ninh tốt",1 triệu/tháng,12,"Sơn Trà, Đà Nẵng","Phòng trọ giá rẻ, khu dân trí cao, an ninh tốt 1 triệu/tháng 12 m 2 Sơn Trà, Đà Nẵng Phòng trọ giá rẻ, khu dân trí cao, khu vực an ninh tốt, gần biển, gần trường học, xung quanh buôn bán sầm uất. Phòng trọ yên tĩnh 5 năm trước",https://phongtro123.com/phong-tro-gia-re-khu-dan-tri-cao-an-ninh-tot-pr583196.html,2026-05-15T11:08:20
phongtro123,"CHO THUÊ PHÒNG TẠI KHÁCH SẠN VIEW BIỂN, GẦN NÚI NGŨ HÀNH SƠN",2.5 triệu/tháng,30,"Ngũ Hành Sơn, Đà Nẵng","CHO THUÊ PHÒNG TẠI KHÁCH SẠN VIEW BIỂN, GẦN NÚI NGŨ HÀNH SƠN 2.5 triệu/tháng 30 m 2 Ngũ Hành Sơn, Đà Nẵng CHO THUÊ PHÒNG TẠI KHÁCH SẠNKhu vực gần sát biển, không khí trong lành, yên tĩnh, tập thể dục thể thao, tắm biểnXem chi… 5 năm trước",https://phongtro123.com/cho-thue-phong-tai-khach-san-view-bien-gan-nui-ngu-hanh-son-pr583195.html,2026-05-15T11:08:20
phongtro123,Cho thuê phòng trọ sinh viên gần đh bách khoa đà nẵng,1 triệu/tháng,25,"Liên Chiểu, Đà Nẵng","Cho thuê phòng trọ sinh viên gần đh bách khoa đà nẵng 1 triệu/tháng 25 m 2 Liên Chiểu, Đà Nẵng Cho thuê phòng trọ sinh viên gần đại học bách khoa, trường kế hoạch, gần chợ hoà khánh. Thoáng mát yên tĩnh, an ninh. Giá tốt cho sinh viên đầu năm mới. 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-sinh-vien-gan-dh-bach-khoa-da-nang-pr583157.html,2026-05-15T11:08:20
phongtro123,Phòng trọ sinh viên giá rẻ gần các trường Đại học trên phố,1.5 triệu/tháng,18,"Ngũ Hành Sơn, Đà Nẵng","Phòng trọ sinh viên giá rẻ gần các trường Đại học trên phố 1.5 triệu/tháng 18 m 2 Ngũ Hành Sơn, Đà Nẵng Phòng trọ thoáng mát,sạch sẽ,giờ giấc tự do,gần sông,gần biển.gần chợ Bắc Mỹ an.xa chủ.đối diện trường đại học kinh tế. 5 năm trước",https://phongtro123.com/phong-tro-sinh-vien-gia-re-gan-cac-truong-dai-hoc-tren-pho-pr583021.html,2026-05-15T11:08:20
phongtro123,"Phòng trọ cho thuê giá rẻ, có máy giặt chung, bảo vệ 24/24",2.3 triệu/tháng,20,"Cẩm Lệ, Đà Nẵng","Phòng trọ cho thuê giá rẻ, có máy giặt chung, bảo vệ 24/24 2.3 triệu/tháng 20 m 2 Cẩm Lệ, Đà Nẵng Phòng trọ thoáng, sạch sẽ, an ninh giá siêu rẻ Vị trí: K5/3 Trần Huy Liệu, gần ĐH Đông Á, Kiến Trúc, Ngoại ngữ- Phòng có gác lửng: 2tr3 - 2tr5- Có… 5 năm trước",https://phongtro123.com/phong-tro-cho-thue-gia-re-co-may-giat-chung-bao-ve-24-24-pr583002.html,2026-05-15T11:08:20
phongtro123,Cho thuê phòng trọ 06 Nam Sơn 3,1 triệu/tháng,12,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ 06 Nam Sơn 3 1 triệu/tháng 12 m 2 Hải Châu, Đà Nẵng Cần cho thuê phòng trọ tại 06 Nam Sơn 3, P. Hòa Cường Bắc, Q. Hải Châu, Đà Nẵng, sau lưng bệnh viện Mắt.Diện tích: 12m2, WC riêng, giờ giấc thoải mái, khu… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-06-nam-son-3-pr582974.html,2026-05-15T11:08:20
phongtro123,"Phòng trọ có gác 1.4tr sạch sẽ, an ninh Bình Kỳ ĐN",1.4 triệu/tháng,30,"Ngũ Hành Sơn, Đà Nẵng","Phòng trọ có gác 1.4tr sạch sẽ, an ninh Bình Kỳ ĐN 1.4 triệu/tháng 30 m 2 Ngũ Hành Sơn, Đà Nẵng Phòng trọ có gác lửng, tổng diện tích sử dụng 27m2, địa chỉ ở tổ 19 đường Bình Kỳ, hoà quý, ngũ hành sơn, đà nẵng.Giá 1,4tr/tháng .Phòng trống là… 5 năm trước",https://phongtro123.com/phong-tro-co-gac-1-4tr-sach-se-an-ninh-binh-ky-dn-pr582916.html,2026-05-15T11:08:20
phongtro123,"Cho thuê phòng trọ- Địa chỉ: Đường Mỹ an 6, Phường Mỹ an, Quận Ngũ hành Sơn, Đà nẵng",1.5 triệu/tháng,15,"Ngũ hành Sơn, Đà nẵng","Cho thuê phòng trọ- Địa chỉ: Đường Mỹ an 6, Phường Mỹ an, Quận Ngũ hành Sơn, Đà nẵng 1.5 triệu/tháng 15 m 2 Ngũ Hành Sơn, Đà Nẵng CHO THUÊ PHÒNG TRỌĐịa chỉ: Đường Mỹ An 6, phường Mỹ An, Quận Ngũ hành Sơn, Thành phố Đà nẵngĐối diện Trường Đại học Kinh tế Đà nẵng, gần… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-dia-chi-duong-my-an-6-phuong-my-an-quan-ngu-hanh-son-da-nang-pr582902.html,2026-05-15T11:08:20
phongtro123,Phòng trọ tiện nghi giá tốt gần Lê Văn Hiến,3 triệu/tháng,30,"Ngũ Hành Sơn, Đà Nẵng","Phòng trọ tiện nghi giá tốt gần Lê Văn Hiến 3 triệu/tháng 30 m 2 Ngũ Hành Sơn, Đà Nẵng -Có thể share phòng ở nhiều người-Diện tích 30m2-Không gian hiện đại, trang bị đầy đủ: giường nệm, tivi, máy lạnh, máy giặt, tủ lạnh mini, khu… 5 năm trước",https://phongtro123.com/phong-tro-tien-nghi-gia-tot-gan-le-van-hien-pr314703.html,2026-05-15T11:08:20
phongtro123,Nhà trọ quận thanh khê 24m2. Gác lững gỗ 10m2. Gần trung tâm chợ siêu thị trường học bệnh viện,2.8 triệu/tháng,24,"Thanh Khê, Đà Nẵng","Nhà trọ quận thanh khê 24m2. Gác lững gỗ 10m2. Gần trung tâm chợ siêu thị trường học bệnh viện 2.8 triệu/tháng 24 m 2 Thanh Khê, Đà Nẵng Nhà độc lập thuận tiện gần chợ siêu thị trường học bv. Thuận tiên. Nhà rộng 24m2. Gác lững 10m2. Khu dân cư tốt. Nhà thoánh thích họep cho hộ gia đình 5 năm trước",https://phongtro123.com/nha-tro-quan-thanh-khe-24m2-gac-lung-go-10m2-gan-trung-tam-cho-sieu-thi-truong-hoc-benh-vien-pr582829.html,2026-05-15T11:08:20
phongtro123,"Cho thuê mặt bằng, phòng trọ tại 31 Nguyễn khuyến Đà Nẵng Liên Chiểu Đà Nẵng",2.5 triệu/tháng,25,"Liên Chiểu, Đà Nẵng","Cho thuê mặt bằng, phòng trọ tại 31 Nguyễn khuyến Đà Nẵng Liên Chiểu Đà Nẵng 2.5 triệu/tháng 25 m 2 Liên Chiểu, Đà Nẵng Mình có 1 mặt bằng tại 31 Nguyễn Khuyến , Hòa Khánh Nam , Liên Chiểu Đà nẵng. Phòng rộng 25m2, có 2 phòng thông nhau, có sân phơi, sân để xe, có cổng ra vào… 5 năm trước",https://phongtro123.com/cho-thue-mat-bang-phong-tro-tai-18-chon-tam-3-nguyen-khuyen-lien-chie-da-nang-1-pr582758.html,2026-05-15T11:08:20
phongtro123,Phòng trọ mới xây đường Võ Văn Tần,1.8 triệu/tháng,20,"Thanh Khê, Đà Nẵng","Phòng trọ mới xây đường Võ Văn Tần 1.8 triệu/tháng 20 m 2 Thanh Khê, Đà Nẵng Phòng trọ mới xây đường Võ Văn Tần có nhiều phòng với các mức giá 1,7 tr - 2,2tr cho khách chọn. Phòng có gác lừng, toilet, bếp riêng. Khu vực để xe rộng,… 5 năm trước",https://phongtro123.com/phong-tro-moi-xay-duong-vo-van-tan-pr582633.html,2026-05-15T11:08:20
phongtro123,Nhà biệt thự cho thuê phòng trọ,,50,"Thanh Khê, Đà Nẵng","Nhà biệt thự cho thuê phòng trọ 500.000 đồng/tháng 50 m 2 Thanh Khê, Đà Nẵng Cho nữ thuê trọ, ở sạch sẽ, giá 500.000/ tháng, mọi chi tiết xin liên hệ 0903340195 không cho ở ghép. Bao điện nước 5 năm trước",https://phongtro123.com/nha-biet-thu-cho-thue-phong-tro-pr582583.html,2026-05-15T11:08:20
phongtro123,️GÓC CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️,1.2 triệu/tháng,25,"Ngũ Hành Sơn, Đà Nẵng","️GÓC CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️ 1.2 triệu/tháng 25 m 2 Ngũ Hành Sơn, Đà Nẵng ️GÓC CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️Phòng đơn: 2tr5/ tháng (chưa điện nước)️Phòng Ktx nữ: 1.200k/1 người/tháng( bao điện nước).️Các… 5 năm trước",https://phongtro123.com/goc-cho-thue-phong-tro-duong-nguyen-van-thoai-2-pr582565.html,2026-05-15T11:08:20
phongtro123,️CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️,1.2 triệu/tháng,25,"Ngũ Hành Sơn, Đà Nẵng","️CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN VĂN THOẠI️ 1.2 triệu/tháng 25 m 2 Ngũ Hành Sơn, Đà Nẵng Cho thuê phòng trọ:Phòng mới, cao cấp, hiện đại với 2 sự lựa chọn: Giá thuê 2tr5/ tháng (chưa điện nước) cho 1 phòng đơn rộng rãiTiết kiệm chi phí… 5 năm trước",https://phongtro123.com/goc-cho-thue-phong-tro-duong-nguyen-van-thoai-1-pr582564.html,2026-05-15T11:08:20
phongtro123,Phòng trọ gia đình Liên Chiểu 40 m2,1.3 triệu/tháng,40,"Liên Chiểu, Đà Nẵng","Phòng trọ gia đình Liên Chiểu 40 m2 1.3 triệu/tháng 40 m 2 Liên Chiểu, Đà Nẵng có thể ở gia đình 3 người. có 2 gian, 1 wc. có cổng và chỗ phơi đồ, để xe máy.trả tiền theo quý 3 tháng 5 năm trước",https://phongtro123.com/phong-tro-gia-dinh-lien-chieu-40-m2-pr582448.html,2026-05-15T11:08:20
phongtro123,"Còn 1 phòng cho thuê, ưu tiên người ở lâu dài.",3.5 triệu/tháng,30,"Ngũ Hành Sơn, Đà Nẵng","Còn 1 phòng cho thuê, ưu tiên người ở lâu dài. 3.5 triệu/tháng 30 m 2 Ngũ Hành Sơn, Đà Nẵng Diện tích: 30m2Phòng trọ thoáng mát, không gian yên tĩnh, chỗ để xe rộng rãi, chị chủ cực kì dễ tính.Đầy đủ nội thất chỉ việc xách vali vào… 5 năm trước",https://phongtro123.com/con-1-phong-cho-thue-uu-tien-nguoi-o-lau-dai-pr580269.html,2026-05-15T11:08:20
phongtro123,Cho Thuê Phòng Trọ Sạch Sẽ và An Toàn,2 triệu/tháng,20,"Sơn Trà, Đà Nẵng","Cho Thuê Phòng Trọ Sạch Sẽ và An Toàn 2 triệu/tháng 20 m 2 Sơn Trà, Đà Nẵng Cần cho thuê Phòng trọ đẹp còn mới sạch sẽKhu an ninhCửa sổ thoáng mátCó một số nội thấtLH: 0905096136 gặp Nguyệt 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-sach-se-va-an-toan-pr580267.html,2026-05-15T11:08:24
phongtro123,Mình đang có 1 phòng trọ cho thuê diện tích: 20m2 có cả gác lửng,1.8 triệu/tháng,20,"Thanh Khê, Đà Nẵng","Mình đang có 1 phòng trọ cho thuê diện tích: 20m2 có cả gác lửng 1.8 triệu/tháng 20 m 2 Thanh Khê, Đà Nẵng Nơi ở thoáng mát, cạnh bờ sông, an ninh đảm bảo, tiện nghi đầy đủ.Nơi ở có wifi, có gác lửng, toilet riêng.Gần tượng mẹ Nhu, cầu vượt Ngã Ba Huế,… 5 năm trước",https://phongtro123.com/minh-dang-co-1-phong-tro-cho-thue-dien-tich-20m2-co-ca-gac-lung-pr318047.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ phù hợp cho người độc thân hoặc sinh viên,1.8 triệu/tháng,20,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ phù hợp cho người độc thân hoặc sinh viên 1.8 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Phòng mới xây, diện tích 20m2, ở khu dân cư yên tĩnh, thoáng mát, có chỗ để xe, phơi đồ. Bếp và nhà vệ sinh khép kín, chủ nhà dễ thương vui vẻ. Phù hợp… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-phu-hop-cho-nguoi-doc-than-hoac-sinh-vien-pr318041.html,2026-05-15T11:08:24
phongtro123,"Phòng trọ 27m2, có ban công, thoáng mát",2 triệu/tháng,27,"Sơn Trà, Đà Nẵng","Phòng trọ 27m2, có ban công, thoáng mát 2 triệu/tháng 27 m 2 Sơn Trà, Đà Nẵng Cho thuê phòng trọ mới có điều hòa tại Mân Thái, Sơn Trà, Đà Nẵng. Phòng rộng dãi, thoáng mát, có điều hòa. Vệ sinh khép kín, bếp nấu ăn, kho để… 5 năm trước",https://phongtro123.com/phong-tro-27m2-co-ban-cong-thoang-mat-pr317900.html,2026-05-15T11:08:24
phongtro123,"Cho thuê phòng trọ 78 phước lý 10, phòng rộng, mới, sạch sẽ",1.7 triệu/tháng,20,"Liên Chiểu, Đà Nẵng","Cho thuê phòng trọ 78 phước lý 10, phòng rộng, mới, sạch sẽ 1.7 triệu/tháng 20 m 2 Liên Chiểu, Đà Nẵng Cho thuê phòng trọ khu vực Liên chiểu hoà minh️️Gần trường Đh duy tânCách chợ 150mChủ dễ tính , hiền lành ????????Phòng rộng , thoáng mát sạch sẽ ,… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-78-phuoc-ly-10-pr317759.html,2026-05-15T11:08:24
phongtro123,"Cho thuê phòng trọ sạch đẹp ngay trung tâm, đường 3 tháng 2, Hải Châu chỉ với 3tr/tháng",3 triệu/tháng,20,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ sạch đẹp ngay trung tâm, đường 3 tháng 2, Hải Châu chỉ với 3tr/tháng 3 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Cho thuê phòng trọ sạch đẹp ngay trung tâm, đường 3 tháng 2, Hải Châu chỉ với 3tr/tháng- Diện tích 20m2 gồm bếp, phòng tắm, máy lạnh,tủ lạnh... đầy… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-sach-dep-ngay-trung-tam-duong-3-thang-2-hai-chau-chi-voi-3tr-thang-pr317656.html,2026-05-15T11:08:24
phongtro123,PHÒNG TRỌ ĐƯỜNG TẠ HIỆN - QUẬN HẢI CHÂU ĐÀ NẴNG,3 triệu/tháng,25,"Hải Châu, Đà Nẵng","PHÒNG TRỌ ĐƯỜNG TẠ HIỆN - QUẬN HẢI CHÂU ĐÀ NẴNG 3 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng PHÒNG TRỌ QUẬN HẢI CHÂU - ĐẦY NẮNG VÀ GIÓĐịa chỉ: 35 Tạ Hiện, P. Hòa Cường Bắc, Hải Châu, Đà Nẵng ( Cắt đường Tiểu La, Lê Thanh Nghị)Phòng… 5 năm trước",https://phongtro123.com/tinh-thanh/da-nang/cho-thue-phong-tro-quan-hai-chau-da-nang.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ giá rẻ trung tâm Đà Nẵng,1.1 triệu/tháng,13,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ giá rẻ trung tâm Đà Nẵng 1.1 triệu/tháng 13 m 2 Hải Châu, Đà Nẵng Phòng trọ giá rẻ trung tâm thành phố Đà Nẵng, không chung chủ, có chỗ để xe riêng, tiện lợi trong việc đi lại 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-gia-re-trung-tam-da-nang-pr317629.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ 24m2 gần chợ Hòa Cầm,1.4 triệu/tháng,24,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ 24m2 gần chợ Hòa Cầm 1.4 triệu/tháng 24 m 2 Cẩm Lệ, Đà Nẵng Nhà mới, sạch đẹp, gần chợ, bệnh viện, khu vực an ninh, yên tĩnh, phù hợp gia đình ở. Chỉ còn 1 phòng duy nhất. 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-24m2-gan-cho-hoa-cam-pr317542.html,2026-05-15T11:08:24
phongtro123,Nhà trọ cao cấp cho gia đình hoặc sinh viên.,3 triệu/tháng,30,"Thanh Khê, Đà Nẵng","Nhà trọ cao cấp cho gia đình hoặc sinh viên. 3 triệu/tháng 30 m 2 Thanh Khê, Đà Nẵng Cho thuê nhà trọ kiệt Hà Huy Tập 30m2. Rộng rãi, thoáng mát, an toàn. Giá 3tr đến 3,5triệu. Liên hệ 0912 168 777. 5 năm trước",https://phongtro123.com/nha-tro-cao-cap-cho-gia-dinh-hoac-sinh-vien-pr317433.html,2026-05-15T11:08:24
phongtro123,"Phòng trọ cho thuê gần Lotte mart, ĐH Kiến trúc, Đông Á",1.7 triệu/tháng,18,"Hải Châu, Đà Nẵng","Phòng trọ cho thuê gần Lotte mart, ĐH Kiến trúc, Đông Á 1.7 triệu/tháng 18 m 2 Hải Châu, Đà Nẵng Cần cho thuê nhà trọ đường Nguyễn Sơn - 4 tầng mới được xây dựng. Nhà ở mặt đường 7m5 thoáng đãng. Phòng thoáng mát, không chung chủ, giờ giấc tự… 5 năm trước",https://phongtro123.com/phong-tro-cho-thue-gan-lotte-mart-dh-kien-truc-dong-a-pr317332.html,2026-05-15T11:08:24
phongtro123,"Cần cho thuê phòng rộng đẹp thoáng mát ở Trưng Nữ Vương, Q.Hải Châu",3 triệu/tháng,25,"Hải Châu, Đà Nẵng","Cần cho thuê phòng rộng đẹp thoáng mát ở Trưng Nữ Vương, Q.Hải Châu 3 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Cần cho thuê phòng đẹp thoáng mát + Nhà thoáng đẹp* Địa chỉ: * Tiêu chuẩn: wifi, giờ giấc tự do, chổ để xe an toàn, có thể 3 người mà giá vẫn… 5 năm trước",https://phongtro123.com/can-cho-thue-phong-rong-dep-thoang-mat-o-trung-nu-vuong-q-hai-chau-pr317255.html,2026-05-15T11:08:24
phongtro123,"Homstay, phòng trọ giá sẻ thnhachs hợp cho những người thich không gian sống 1 mình",1.3 triệu/tháng,1,"Ngũ Hành Sơn, Đà Nẵng","Homstay, phòng trọ giá sẻ thnhachs hợp cho những người thich không gian sống 1 mình 1.3 triệu/tháng 8 m 2 Ngũ Hành Sơn, Đà Nẵng - phòng đơn 1 người 1 phòng có bàn làm việc và tủ kệ đựng đồ sẵn trong phòng (thính hợp chk cả nam và nữ )- không gian sinh hoạt chung thoải mái, tiện… 5 năm trước",https://phongtro123.com/homstay-phong-tro-gia-se-thnhachs-hop-cho-nhung-nguoi-thich-khong-gian-song-1-minh-pr317213.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ đường CMT8 quận Cẩm Lệ 25m2,1.5 triệu/tháng,25,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ đường CMT8 quận Cẩm Lệ 25m2 1.5 triệu/tháng 25 m 2 Cẩm Lệ, Đà Nẵng - Diện tích sử dụng : 20-25m2 (có gác), bếp, toilet trang bị đầy đủ- Cuối đường Cách Mạng Tháng 8, ngay chân cầu vượt Hòa Cầm, hẻm rộng 4m, cách… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-duong-cmt8-quan-cam-le-25m2-pr317151.html,2026-05-15T11:08:24
phongtro123,"Cho thuê phòng trọ rộng rãi, an ninh ngay trung tâm Đà Nẵng",2.5 triệu/tháng,30,"Hải Châu, Đà Nẵng","Cho thuê phòng trọ rộng rãi, an ninh ngay trung tâm Đà Nẵng 2.5 triệu/tháng 30 m 2 Hải Châu, Đà Nẵng - Diện tích 30m2, có gác lửng.- Phòng sạch sẽ, có nhà vệ sinh, wifi, điện nước đầy đủ, có thể vào dọn ở luôn.- Khu vực an ninh, yên tĩnh, giờ giấc… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-trung-tam-thanh-pho-da-nang-gan-san-bay-truong-dai-hoc-pr314074.html,2026-05-15T11:08:24
phongtro123,"Cho thuê phòng trọ mới đẹp, Đủ nội thất, cửa sổ thoáng mát",1.7 triệu/tháng,25,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ mới đẹp, Đủ nội thất, cửa sổ thoáng mát 1.7 triệu/tháng 25 m 2 Cẩm Lệ, Đà Nẵng Phòng trọ mới, rộng rãi, sạch đẹp tại Số 38 - 40 Lương Định Của, Cẩm Lệ, Đà NẵngPhòng có gácGiờ giấc sinh hoạt tự doCó hầm để xe an ninh,… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-moi-dep-du-noi-that-cua-so-thoang-mat-pr316346.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ mới xây đầy đủ tiện nghi,3 triệu/tháng,30,"Thanh Khê, Đà Nẵng","Cho thuê phòng trọ mới xây đầy đủ tiện nghi 3 triệu/tháng 30 m 2 Thanh Khê, Đà Nẵng Cho thuê phòng trọ đầy đủ tiện nghi mới vừa xây xong kiệt 814A Trần Cao Vân, (gần Hà Huy Tập, Điện Biên Phủ, cách biển Nguyễn Tất Thành 150m)- Diện… 5 năm trước",https://phongtro123.com/tinh-thanh/da-nang/cho-thue-phong-tro-moi-xay-day-du-tien-nghi-23.html,2026-05-15T11:08:24
phongtro123,Cho thuê phòng trọ 25m2 ở gần CMT8 Đà Nẵng,1.5 triệu/tháng,25,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ 25m2 ở gần CMT8 Đà Nẵng 1.5 triệu/tháng 25 m 2 Cẩm Lệ, Đà Nẵng Cho thuê phòng trọ ở lê văn an ( cẩm lệ ) gàn đường cách mạng tháng 8 , nguyễn hữu thọ, gần chợ cẩm lệ, siêu thị metro, có toilet riêng, có sân thượng… 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-25m2-o-gan-cmt8-da-nang-pr311530.html,2026-05-15T11:08:24
phongtro123,Phòng trọ 20m2 đường Nguyễn Tri Phương ĐN,1.8 triệu/tháng,20,"Hải Châu, Đà Nẵng","Phòng trọ 20m2 đường Nguyễn Tri Phương ĐN 1.8 triệu/tháng 20 m 2 Hải Châu, Đà Nẵng Phòng rộng 20mét vuông mê đúc có gác, vệ sinh khép kín. Trung tâm TP, Gần sân bay, chợ, BV và các trường đh. ANTT rất tốt, camera 24/24. Có sân rộng rãi thoáng… 5 năm trước",https://phongtro123.com/phong-tro-20m2-duong-nguyen-tri-phuong-dn-pr316430.html,2026-05-15T11:08:24
phongtro123,Phòng trọ 20m2 có gác lửng cao quận Thanh Khê,2 triệu/tháng,20,"Thanh Khê, Đà Nẵng","Phòng trọ 20m2 có gác lửng cao quận Thanh Khê 2 triệu/tháng 20 m 2 Thanh Khê, Đà Nẵng HOT HOT HOT10 phòng trọ chính chủ mới xây xong đang đợi các bạn xách vali vào ở. Địa chỉ: K43/03C Mẹ Nhu, quận Thanh Khê (Hẻm to và cụt = rất an… 5 năm trước",https://phongtro123.com/phong-tro-20m2-co-gac-lung-cao-quan-thanh-khe-pr316393.html,2026-05-15T11:08:24
phongtro123,"Phòng trọ 25m²,đường Lý Thường Kiệt,Q.Hải Châu, TP. Đà Nẵng.",2.3 triệu/tháng,25,"Hải Châu, Đà Nẵng","Phòng trọ 25m²,đường Lý Thường Kiệt,Q.Hải Châu, TP. Đà Nẵng. 2.3 triệu/tháng 25 m 2 Hải Châu, Đà Nẵng Có nhiều Phòng cho Thuê*Dt : 20m2 _ Giá thuê thỏa thuận: 2,3 triệu / tháng.*Dt : 25 m2 _ Giá thuê thỏa thuận: 2,5 triệu / tháng.*Dt : 55 m2 _ Phòng dạng căn… 5 năm trước",https://phongtro123.com/phong-tro-25m2-duong-ly-thuong-kiet-q-hai-chau-tp-da-nang-pr316330.html,2026-05-15T11:08:28
phongtro123,Phòng trọ trung tâm quận Hải Châu,3 triệu/tháng,16,"Hải Châu, Đà Nẵng","Phòng trọ trung tâm quận Hải Châu 3 triệu/tháng 16 m 2 Hải Châu, Đà Nẵng Phòng trọ đầy đủ tiện nghi, xung quanh có nhiều tiện ích- Số nhà K338/59A đường Hoàng Diệu, Quận Hải Châu.- Gần nhà ga, sân bay.- Gần các trường… 5 năm trước",https://phongtro123.com/phong-tro-trung-tam-quan-hai-chau-pr316309.html,2026-05-15T11:08:28
phongtro123,Phòng trọ cho thuê đầy đủ tiện nghi,2.2 triệu/tháng,20,"Thanh Khê, Đà Nẵng","Phòng trọ cho thuê đầy đủ tiện nghi 2.2 triệu/tháng 20 m 2 Thanh Khê, Đà Nẵng CHO THUÊ PHÒNG GẦN CÁC TRƯỜNG ĐH, Trung tâm Thanh Khê vào ở ngayPhòng rộng có quạt, điều hoà, giường nệm ,bếp, tolet riêngWifi free, máy giặt và phơi đồ… 5 năm trước",https://phongtro123.com/phong-tro-cho-thue-day-du-tien-nghi-pr316190.html,2026-05-15T11:08:28
phongtro123,"Cho thuê phòng trọ giá rẻ tại khu Hòa Thọ Đông, Cẩm Lệ",1.2 triệu/tháng,16,"Cẩm Lệ, Đà Nẵng","Cho thuê phòng trọ giá rẻ tại khu Hòa Thọ Đông, Cẩm Lệ 1.2 triệu/tháng 16 m 2 Cẩm Lệ, Đà Nẵng Hiện tại tôi còn một phòng trống, cần cho thuê, thích hợp cho ACE đi làm khu vực này.Khu dân cư dân trí, yên tĩnh, an ninh, tiện ích đầy đủ. 5 năm trước",https://phongtro123.com/cho-thue-phong-tro-gia-re-tai-khu-hoa-tho-dong-cam-le-pr316098.html,2026-05-15T11:08:28
